satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,Departments ,salary
0.81,0.91,4,229,5,0,0,8,1
0.46,0.49,2,148,3,0,0,7,1
0.15,0.92,5,164,3,0,0,7,2
0.65,0.57,3,238,3,0,0,3,1
0.79,0.58,3,294,4,0,0,3,1
0.43,0.46,2,239,3,1,0,7,2
0.5,0.64,3,257,2,1,0,2,0
0.88,0.86,4,224,3,1,0,7,1
0.19,0.85,5,249,3,0,0,5,1
0.17,0.85,3,234,3,0,0,1,1
0.85,0.65,4,280,3,1,0,0,2
0.4,0.55,2,147,3,0,0,8,1
0.53,0.85,2,164,5,0,0,8,1
0.88,0.51,4,139,3,0,0,7,1
0.74,0.79,5,121,5,0,1,4,0
0.56,0.71,5,244,3,0,0,6,1
0.59,0.94,5,157,7,1,0,4,2
0.96,0.55,3,225,4,1,0,7,2
0.86,0.64,3,245,4,0,0,8,0
0.85,0.58,3,226,2,0,0,8,2
0.6,0.92,4,164,4,0,0,7,2
0.98,0.58,4,133,3,0,0,7,1
0.96,0.85,5,211,4,0,0,8,1
0.94,0.52,3,273,3,0,0,6,0
0.67,0.71,4,178,6,0,0,0,1
0.59,0.75,4,194,2,0,0,9,1
0.29,0.57,5,98,5,0,0,3,2
0.66,0.91,5,248,4,0,0,4,1
0.4,0.56,2,137,3,0,0,2,2
0.59,0.42,3,196,3,0,0,6,1
0.59,0.79,4,272,3,0,0,9,1
0.79,0.62,5,167,3,0,0,7,1
0.31,0.84,7,133,5,0,0,9,1
0.41,0.57,2,160,3,0,0,8,1
0.29,0.48,2,116,6,1,0,3,1
0.55,0.75,3,191,3,0,0,7,1
0.69,0.91,3,167,2,0,0,9,2
0.53,0.64,2,177,4,0,0,7,1
0.63,0.5,4,235,3,0,0,1,2
0.77,1.0,4,249,6,0,0,8,2
0.79,0.56,4,177,3,0,0,7,0
0.76,0.83,6,293,6,0,0,8,1
0.48,0.86,5,198,4,0,0,9,1
0.77,1.0,4,272,5,0,0,7,2
0.84,0.36,6,256,5,0,0,7,1
0.99,0.76,4,204,2,0,0,7,2
0.44,0.51,2,134,3,0,0,3,2
0.55,0.68,3,185,2,0,0,7,1
0.78,0.89,4,137,3,0,0,0,2
0.24,0.39,4,152,5,0,0,6,0
0.57,0.65,5,177,2,0,0,0,0
0.6,0.48,4,219,4,1,0,7,2
0.11,0.77,6,274,4,0,0,8,2
0.77,0.89,2,215,5,1,0,4,2
0.85,0.81,2,223,3,1,0,6,1
0.1,0.96,7,288,4,0,0,9,1
0.76,0.84,5,249,3,0,0,8,1
0.71,0.68,4,228,2,0,0,7,1
0.32,0.72,2,240,5,0,0,0,1
0.48,0.84,4,252,3,0,0,9,2
0.75,1.0,4,135,4,0,0,9,1
0.72,0.63,3,223,2,1,0,7,2
0.54,0.71,3,145,3,1,0,7,2
0.11,0.9,6,254,4,0,0,9,1
0.62,0.86,4,135,3,0,0,9,1
0.9,0.85,4,279,6,0,0,8,2
0.92,0.65,3,176,3,0,0,0,1
0.9,0.82,5,259,5,0,0,8,1
0.71,0.71,4,221,3,0,0,9,1
0.82,0.87,5,273,6,0,0,8,2
0.69,0.74,4,266,2,1,0,8,1
0.93,0.84,5,266,3,0,0,1,1
0.55,0.48,3,162,3,0,1,4,0
0.16,0.76,5,192,3,0,0,9,2
0.66,0.58,3,205,3,0,0,1,2
0.57,0.88,4,140,2,0,0,8,2
0.71,0.66,5,187,2,0,0,7,2
0.69,0.82,4,252,3,1,0,0,2
0.45,0.55,2,140,3,0,0,3,1
0.37,0.56,2,156,3,0,0,7,2
0.64,0.9,2,101,6,0,0,0,1
0.97,0.9,5,262,3,0,0,7,2
0.53,0.53,4,205,3,0,0,7,1
1.0,0.54,3,151,2,1,0,9,1
0.29,0.75,6,271,10,0,0,7,2
0.11,0.8,6,286,4,0,0,7,1
0.1,0.78,5,285,4,1,0,1,2
0.94,0.49,4,220,3,0,0,7,1
0.89,0.82,5,224,6,0,0,1,1
0.51,0.86,4,196,2,0,0,8,1
0.86,0.59,4,189,2,0,0,0,1
0.84,0.8,4,236,3,0,0,5,1
0.1,0.9,5,263,4,0,0,3,1
0.73,0.66,6,195,3,0,1,9,2
0.92,0.84,3,164,2,0,0,2,2
0.94,0.8,4,228,2,0,0,1,1
0.61,0.82,4,184,8,0,0,0,1
0.78,0.71,4,296,3,0,0,3,1
0.82,0.95,3,203,3,0,0,1,2
0.89,0.65,5,195,6,0,0,8,1
0.92,0.78,4,212,2,0,0,7,2
0.54,0.67,3,154,2,0,0,7,0
0.98,0.73,2,237,3,0,0,7,2
0.42,0.41,5,240,2,0,0,9,2
0.18,0.64,6,154,5,0,0,2,2
0.83,0.94,4,267,5,0,0,7,2
0.52,0.63,3,269,2,0,0,7,2
0.42,0.77,3,270,3,0,0,6,1
0.69,0.57,4,227,4,0,0,8,2
0.32,0.48,5,246,3,0,0,8,1
0.96,1.0,5,152,4,0,0,8,1
0.54,0.49,3,203,3,1,0,6,2
0.73,0.88,5,233,4,1,0,7,2
0.87,0.73,3,172,3,1,0,8,1
0.24,0.42,5,210,5,0,0,2,1
0.89,0.54,3,214,2,0,0,6,2
0.84,0.99,4,262,6,0,0,2,2
0.79,0.96,5,218,5,0,0,8,2
0.11,0.94,7,255,4,0,0,8,1
0.81,0.6,4,179,3,0,0,6,2
0.41,0.52,2,127,3,1,0,8,1
0.97,0.94,4,253,3,0,0,8,2
0.92,0.9,4,203,4,0,0,7,2
0.64,0.95,3,98,3,0,0,0,2
0.44,0.54,3,115,3,0,0,0,2
0.61,0.5,4,217,4,1,0,6,2
0.42,0.49,2,139,3,0,0,3,1
0.22,1.0,6,244,3,0,0,0,2
0.14,0.83,5,171,6,0,0,9,2
0.39,0.54,2,154,3,0,0,5,1
0.65,0.79,4,196,2,0,0,2,2
0.87,0.78,4,142,3,0,0,4,2
0.38,0.47,3,189,5,0,0,8,2
0.85,0.68,3,272,2,1,0,8,2
0.48,0.58,3,194,3,0,0,9,2
0.65,0.83,5,182,2,1,0,0,1
0.88,0.82,3,265,3,0,0,6,2
0.17,0.59,4,179,4,0,0,6,1
0.94,0.69,3,164,2,0,0,0,1
0.88,0.86,5,258,5,0,0,8,1
0.4,0.56,2,148,3,0,0,8,1
0.78,0.67,5,209,3,0,0,9,1
1.0,0.73,3,205,2,0,0,9,2
0.11,0.8,6,285,4,0,0,2,2
0.52,0.64,5,258,2,0,0,8,2
0.85,0.78,5,263,2,1,0,9,1
0.1,0.77,6,272,4,0,0,2,1
0.55,0.55,4,191,4,0,0,6,1
0.99,0.92,5,174,5,0,0,2,2
0.45,0.75,3,122,3,0,0,8,0
0.11,0.8,6,256,4,0,0,0,1
0.97,0.52,4,231,3,0,0,7,1
0.74,0.84,5,249,5,0,0,6,2
0.31,0.7,3,132,3,0,0,6,1
0.42,1.0,3,202,3,0,0,7,2
0.45,0.54,2,129,3,0,0,9,2
1.0,0.81,5,178,2,0,0,9,1
0.6,0.91,3,157,4,0,0,3,2
0.37,0.52,2,128,3,0,0,2,1
0.82,0.87,3,204,4,0,0,8,2
0.61,0.59,5,271,2,0,0,7,1
0.92,0.94,2,224,2,0,0,7,1
0.66,0.62,2,159,3,1,0,9,2
0.11,0.89,6,264,4,0,0,8,1
0.41,0.54,2,153,3,1,0,7,1
0.52,0.83,5,145,3,0,0,7,2
0.4,0.46,2,132,3,0,0,9,1
0.18,0.49,5,250,5,1,0,1,2
0.88,0.68,5,224,2,0,0,9,1
0.4,1.0,6,206,2,0,0,7,1
0.64,0.55,4,167,3,1,0,9,2
0.11,0.87,6,280,4,0,0,9,1
0.87,0.48,4,264,3,0,0,0,2
0.52,0.98,5,217,2,1,0,9,1
0.54,0.76,4,244,2,0,0,8,2
0.49,0.98,3,224,3,0,0,3,2
0.99,0.99,4,163,4,0,0,6,2
0.69,0.84,3,227,3,1,0,7,0
0.53,0.71,3,125,2,1,0,7,1
0.7,0.84,2,114,4,0,0,0,1
0.48,0.51,3,201,2,1,0,8,1
0.96,0.59,2,265,2,0,0,1,1
0.56,0.71,4,296,2,0,0,0,2
0.82,0.58,5,227,3,0,0,1,1
0.91,0.95,3,189,2,0,0,7,1
0.74,0.54,5,216,3,0,0,7,1
0.22,0.53,5,160,4,1,0,7,2
0.55,0.74,3,211,3,1,0,9,0
0.74,0.72,3,213,3,0,0,4,1
0.6,0.85,5,187,4,0,0,9,2
0.98,0.72,3,252,2,0,0,0,1
0.65,0.76,4,171,4,0,0,9,1
0.75,1.0,4,216,6,0,0,9,1
0.24,0.5,4,282,4,1,0,8,1
0.78,0.78,4,260,5,0,0,1,1
0.81,0.81,4,177,3,0,0,1,2
0.93,0.67,4,135,3,1,0,5,2
1.0,0.94,3,272,3,0,0,9,1
0.66,0.75,4,235,3,0,0,1,2
0.92,0.64,4,259,2,0,0,7,2
0.8,0.84,3,186,6,0,0,8,1
0.69,0.86,5,195,6,0,0,4,0
0.19,0.5,6,143,5,1,0,7,1
0.59,0.5,2,162,2,0,0,4,0
0.45,0.57,2,134,3,0,0,3,1
0.18,0.55,5,217,4,0,0,0,1
0.84,0.85,4,185,3,1,0,0,2
0.93,0.86,4,169,4,0,0,7,1
0.34,0.81,3,257,5,0,0,2,1
0.39,0.48,2,127,3,0,0,2,2
0.63,0.93,3,236,4,0,0,7,0
0.78,0.83,4,217,6,0,0,8,2
0.43,0.52,2,156,3,0,0,8,2
0.76,0.7,3,136,2,0,0,3,0
0.87,0.58,4,212,3,0,0,7,1
0.6,0.73,3,191,5,1,0,9,1
0.58,0.67,2,180,2,0,0,9,2
0.13,0.65,4,194,4,0,0,8,2
0.54,0.68,6,249,5,0,0,6,2
0.57,0.85,4,250,3,1,1,5,1
0.76,0.57,5,139,4,0,0,7,2
0.4,0.47,2,128,3,0,0,7,2
0.45,0.55,2,140,3,0,0,3,1
0.72,0.5,3,257,6,0,0,0,1
0.79,0.58,3,294,4,0,0,3,1
0.78,0.7,4,139,3,0,0,0,1
0.73,0.77,3,233,3,0,0,7,2
0.97,0.86,5,222,3,0,0,9,1
0.57,0.98,3,214,2,0,0,9,2
0.23,0.64,3,228,4,1,0,9,2
0.91,0.57,3,164,3,0,0,9,2
0.42,0.54,2,143,3,1,0,7,1
0.4,0.49,2,149,3,0,0,5,1
0.54,0.46,2,98,4,0,0,8,1
0.52,0.72,4,186,2,0,0,7,2
0.84,0.85,4,207,10,0,0,7,1
0.5,0.78,4,208,3,1,0,9,2
0.92,1.0,5,259,5,0,0,0,1
0.7,0.88,4,245,2,0,0,8,1
0.73,0.79,4,208,5,0,0,9,2
0.4,0.56,2,148,3,0,0,8,1
0.94,0.69,3,248,3,0,0,7,1
0.57,0.58,3,132,3,0,0,8,1
0.72,0.99,4,239,3,0,0,5,2
0.43,0.75,3,108,2,0,0,9,1
0.92,0.62,4,266,2,0,0,3,1
0.7,0.88,3,166,5,0,0,9,1
0.69,0.74,5,227,2,0,0,9,2
0.09,0.85,6,289,4,0,0,3,0
0.98,0.53,6,253,4,0,0,1,2
0.09,0.77,6,282,5,0,0,7,2
0.43,0.53,2,136,3,0,0,7,2
0.48,0.92,3,234,3,0,0,2,2
0.53,0.67,4,167,2,0,0,4,1
0.39,0.56,2,156,3,0,0,0,1
0.75,0.53,3,154,2,0,0,7,2
0.97,0.96,3,212,3,0,0,7,1
0.98,0.68,3,203,3,0,0,3,2
0.65,0.57,3,168,2,0,0,7,0
0.69,0.73,4,233,2,0,0,2,1
0.89,0.89,5,179,2,0,0,9,1
1.0,0.73,5,189,3,1,0,6,1
0.8,0.89,2,166,3,0,0,9,2
0.94,0.87,4,240,3,0,0,6,1
0.95,0.75,3,247,2,0,0,6,2
0.51,0.73,5,241,3,0,0,0,1
0.39,0.53,2,136,3,0,0,3,1
0.59,0.75,3,106,2,0,0,2,1
0.14,0.57,6,275,5,0,0,7,1
0.72,0.76,4,189,2,0,0,8,2
0.87,0.6,5,165,2,1,0,5,0
0.66,0.95,4,224,2,0,0,7,2
0.83,0.88,5,171,3,1,0,0,2
0.44,0.54,2,127,3,0,0,4,2
0.66,0.75,6,100,4,1,0,8,1
0.28,0.95,5,191,3,0,0,8,0
0.59,0.49,5,122,5,0,0,9,2
0.76,0.57,4,266,3,0,0,7,1
0.85,0.65,4,162,2,0,0,9,2
0.64,0.74,3,267,2,0,0,8,2
0.46,0.57,2,139,3,0,0,7,1
0.13,0.52,6,188,3,0,0,7,2
0.51,0.51,3,272,3,0,0,7,2
0.69,0.61,5,229,3,0,0,9,2
0.79,0.53,2,217,2,0,0,7,2
0.51,0.97,4,258,2,0,0,7,2
0.83,0.87,3,230,3,0,1,1,2
0.5,0.7,4,135,3,0,0,3,1
0.41,0.51,2,144,3,0,0,1,1
0.93,0.73,4,283,7,0,0,7,0
0.52,0.57,4,183,3,0,0,1,1
0.11,0.87,6,264,4,0,0,8,2
0.66,0.9,3,250,2,0,0,7,1
0.41,0.54,2,190,4,0,0,8,1
0.81,0.83,3,133,3,1,0,0,2
0.65,0.86,4,269,2,1,0,3,2
0.84,1.0,5,234,5,0,0,9,2
0.5,0.57,3,223,3,0,0,9,1
0.62,0.69,4,184,3,0,0,9,1
0.8,0.71,4,161,4,0,0,0,1
0.55,0.62,5,197,2,0,0,9,1
0.52,0.95,3,171,3,1,0,8,1
0.56,0.79,5,248,3,0,0,7,2
0.39,0.53,2,127,3,0,0,7,2
0.45,0.52,2,143,3,0,0,0,2
0.16,0.7,6,246,4,0,0,8,2
0.87,0.75,3,132,3,0,0,9,2
0.79,0.75,4,168,3,0,0,7,0
0.96,0.49,5,137,3,0,0,3,2
0.4,0.46,2,132,3,0,0,9,1
0.37,0.45,2,131,3,0,0,7,1
0.79,0.57,4,233,2,0,0,6,1
0.22,0.63,5,284,6,0,0,1,1
0.89,0.77,5,232,3,0,0,7,1
0.98,0.87,3,239,4,0,0,8,2
0.63,0.61,4,171,3,0,0,7,1
0.39,0.46,2,159,3,0,0,7,2
0.48,0.53,4,271,3,0,0,3,1
0.82,0.51,2,268,2,0,0,4,0
0.88,0.7,4,146,4,0,0,7,1
0.96,0.63,4,142,4,0,0,9,2
0.72,0.84,5,257,5,0,0,9,2
0.99,0.71,4,155,3,0,0,7,1
0.6,0.8,4,146,2,0,0,6,2
0.57,0.62,5,141,3,0,0,2,2
0.91,0.6,4,163,5,0,0,0,1
0.91,0.95,5,241,5,0,0,7,2
0.55,0.58,3,254,2,0,0,4,0
0.4,0.48,2,142,3,0,0,8,1
0.6,0.61,5,191,2,1,0,9,0
0.98,0.57,3,198,3,0,0,7,2
0.57,0.75,3,159,2,0,0,9,2
0.48,0.84,4,186,7,0,1,4,2
0.63,0.8,4,243,2,0,0,7,2
0.6,0.75,4,144,2,0,0,7,1
0.32,0.5,2,135,5,0,0,7,1
0.94,0.77,5,233,4,0,0,9,0
0.85,0.9,3,245,3,0,0,5,2
0.58,0.72,4,259,3,0,0,7,2
0.93,0.53,3,217,3,0,0,3,1
0.62,0.87,5,149,3,0,0,7,2
0.75,0.95,3,253,3,0,0,5,2
0.53,0.83,3,267,4,0,0,9,2
0.57,0.75,5,252,3,0,0,1,2
0.78,0.87,4,228,5,0,0,8,1
0.88,0.52,5,264,4,0,0,6,2
0.37,0.51,2,132,3,0,0,9,2
0.5,0.54,4,165,3,0,0,2,1
0.4,0.43,3,128,3,0,0,8,2
0.56,0.86,4,137,2,1,0,1,0
0.42,0.57,2,147,3,1,0,4,1
0.22,0.74,5,178,5,0,0,0,1
0.98,0.7,3,153,10,0,0,4,0
0.53,0.64,3,143,2,0,0,7,1
0.63,0.9,4,245,3,0,0,9,1
0.58,0.67,5,133,10,0,0,9,2
0.11,0.96,7,277,5,0,0,7,1
0.85,0.96,5,165,5,0,0,9,2
0.65,0.83,4,251,2,0,0,9,2
0.51,0.52,5,261,3,1,0,1,1
0.09,0.94,7,267,4,0,0,7,2
0.42,0.52,2,141,3,1,0,7,2
0.43,0.46,2,145,3,0,0,7,1
0.69,0.9,3,185,4,0,0,6,1
0.75,0.97,5,243,6,0,0,9,2
0.81,0.7,6,161,4,0,0,0,2
0.21,0.81,4,227,5,0,0,5,2
0.88,0.68,4,274,4,0,0,7,2
0.7,0.68,5,225,7,0,0,7,2
0.46,0.5,2,151,3,0,0,9,2
0.62,0.92,4,198,2,0,0,7,2
0.6,0.97,3,164,2,0,0,9,1
0.6,0.74,4,174,3,0,0,2,1
0.61,0.97,3,148,3,0,0,1,1
0.1,0.81,6,248,4,0,0,5,1
0.77,0.86,5,238,3,0,0,4,0
0.54,0.53,4,158,2,0,0,9,2
0.69,0.53,4,156,3,0,0,8,1
0.68,0.65,3,173,3,1,0,5,0
0.83,0.68,4,198,3,0,0,5,2
0.34,0.46,2,169,2,1,0,8,1
0.24,0.81,4,217,5,0,0,7,2
0.88,0.6,4,224,2,0,0,7,1
0.89,0.92,5,237,5,0,0,7,2
0.1,0.92,7,307,4,0,0,8,1
0.74,0.62,4,272,2,0,0,8,1
0.74,0.91,2,264,3,0,0,8,1
0.66,0.96,4,216,3,0,0,7,1
0.25,0.59,4,166,5,0,0,7,1
0.93,0.64,4,253,3,0,0,1,1
0.75,0.74,5,231,3,0,1,5,2
0.5,0.54,5,153,4,0,0,8,1
0.45,0.46,2,153,3,0,0,4,1
0.84,0.59,3,234,2,0,0,7,2
0.53,0.94,4,202,3,1,0,7,1
0.75,0.75,5,133,2,0,0,7,1
0.96,0.6,4,185,3,0,0,5,2
0.76,0.87,5,262,5,0,0,8,1
0.77,0.78,3,165,2,0,0,7,1
0.56,0.71,4,296,2,0,0,0,2
0.11,0.85,6,261,4,0,0,8,1
0.45,0.52,2,145,3,0,0,7,2
0.86,0.62,4,186,3,0,0,6,1
0.56,0.64,3,260,3,0,0,1,2
0.86,0.8,5,134,2,0,0,0,1
0.4,0.51,2,144,3,0,0,2,1
0.86,0.58,4,211,4,0,0,7,2
0.91,0.66,4,139,3,0,0,9,0
0.56,0.55,3,250,4,0,0,9,2
0.87,0.48,5,242,3,0,0,7,2
0.8,0.75,3,268,2,0,0,7,2
0.72,0.71,3,133,2,0,0,3,1
0.95,0.71,4,151,4,0,0,7,2
0.75,0.85,5,267,5,0,0,8,1
0.79,0.5,3,213,3,1,0,8,1
0.87,0.6,2,122,2,0,0,0,1
0.84,0.88,4,263,5,1,0,5,1
0.75,0.72,2,192,3,0,0,8,2
0.37,0.53,2,126,3,0,0,7,1
0.94,0.52,4,217,6,1,0,8,1
0.39,0.45,3,100,8,1,0,6,2
0.42,0.38,2,115,3,0,0,3,2
0.6,0.97,3,187,3,1,0,7,2
0.15,0.75,3,259,8,1,0,5,0
0.57,0.61,5,254,5,0,0,5,1
0.73,0.73,4,194,2,0,0,7,1
0.72,0.88,3,189,3,1,0,4,0
0.11,0.79,6,292,4,0,1,9,1
0.73,0.78,4,181,4,0,0,0,1
0.39,0.52,2,134,3,0,0,9,1
0.84,0.94,5,262,5,0,0,9,1
0.93,0.92,5,189,2,0,0,1,1
0.15,0.67,5,249,5,0,0,8,0
0.88,1.0,5,226,6,0,0,5,1
0.21,0.43,5,175,2,1,0,7,0
0.95,0.48,4,225,3,0,0,7,2
0.74,0.51,5,258,2,0,0,7,1
0.83,0.8,4,150,3,0,0,8,1
0.9,0.82,3,133,8,0,0,5,2
0.77,0.87,5,266,5,0,0,2,2
0.96,0.85,5,168,2,0,0,8,1
0.1,0.8,7,281,4,0,0,9,1
0.72,0.98,3,211,2,0,0,0,1
0.69,0.96,3,210,3,0,0,8,1
0.4,0.56,2,137,3,0,0,2,2
0.72,0.66,3,134,3,0,0,2,2
0.96,0.87,4,187,2,0,0,5,2
0.71,0.39,3,261,3,0,0,1,2
0.85,0.73,4,260,4,0,0,7,1
0.86,0.68,5,263,2,0,0,9,2
0.78,0.86,5,274,5,0,0,7,1
0.76,0.57,3,148,3,1,0,8,1
0.88,0.85,4,231,3,0,0,6,1
0.69,0.9,5,103,5,0,0,6,1
0.65,0.59,5,271,3,0,0,9,2
0.95,0.53,4,263,3,0,0,0,1
0.5,0.81,3,183,3,0,0,3,1
0.94,0.45,2,211,3,0,0,9,1
0.39,0.37,5,156,4,0,0,7,2
0.09,0.95,6,304,4,0,0,7,1
0.66,0.57,6,278,3,0,0,7,2
0.85,0.52,4,174,2,0,0,9,1
0.37,0.48,2,134,3,0,0,5,2
0.11,0.96,6,298,4,0,0,7,1
0.93,0.83,4,225,2,0,0,7,2
0.1,0.94,7,264,4,0,0,0,2
0.39,0.49,2,142,3,0,0,7,1
0.71,0.8,2,146,4,0,0,5,1
0.25,0.69,3,187,4,0,0,5,2
0.59,0.87,4,183,2,0,0,7,2
0.66,0.99,3,183,2,0,0,9,2
0.78,0.72,5,270,3,1,0,9,1
0.59,0.89,5,143,3,1,0,0,1
0.39,0.75,5,286,5,0,0,0,1
0.53,0.67,4,238,2,0,0,7,2
0.95,0.64,3,242,5,1,0,7,1
0.11,0.77,6,264,4,0,0,9,1
0.77,0.65,3,156,4,0,0,6,2
0.7,0.93,4,241,3,0,0,7,1
0.93,0.96,3,268,4,0,0,9,1
0.89,0.79,4,212,3,0,0,8,1
0.24,0.7,6,153,5,1,0,5,1
0.61,0.86,3,238,2,0,0,7,1
0.56,0.83,3,236,3,1,0,9,2
0.92,0.48,4,208,3,0,0,8,1
0.54,0.85,4,157,3,0,1,9,2
0.5,0.96,4,274,3,0,0,7,1
0.64,0.49,3,241,3,0,0,3,2
0.68,0.99,3,263,3,1,1,5,2
0.92,0.91,3,250,4,0,0,8,1
0.67,0.82,5,148,2,1,0,9,2
0.1,0.86,6,247,4,0,0,7,2
0.95,0.49,3,188,3,0,0,9,1
0.74,1.0,4,249,5,0,0,0,1
0.77,0.64,3,190,10,1,0,0,2
0.51,0.72,3,148,2,0,0,2,2
0.74,0.74,4,233,2,0,0,7,2
0.91,0.56,4,158,3,0,0,9,2
0.74,0.54,5,221,3,0,0,9,2
0.97,0.58,3,200,2,0,0,1,2
0.89,0.75,5,258,2,0,0,7,2
0.52,0.63,3,204,3,0,0,9,2
0.56,0.61,3,224,3,0,0,4,1
0.93,1.0,4,145,3,0,0,2,2
0.49,0.66,5,194,3,0,0,7,2
0.53,0.5,3,231,3,0,0,7,1
0.75,0.67,4,135,2,0,0,7,0
0.64,0.79,4,139,3,0,0,7,1
0.4,0.46,2,127,3,0,0,3,2
0.83,0.9,5,245,5,0,0,6,1
0.74,0.54,5,216,3,0,0,7,1
0.6,0.54,3,265,3,1,0,7,2
0.67,0.77,3,157,3,0,0,1,2
0.89,0.52,3,190,3,0,0,1,2
0.77,0.61,4,223,3,0,0,5,2
0.09,0.87,5,263,4,0,0,0,1
0.82,0.82,3,164,3,0,0,9,0
0.63,0.77,5,210,3,0,0,1,2
0.15,0.67,6,195,2,0,0,7,2
0.72,0.57,3,203,2,1,0,5,2
0.58,0.75,4,233,2,0,0,5,1
0.32,0.87,2,197,2,1,0,9,2
0.69,0.67,4,141,3,0,0,7,2
0.52,0.61,4,163,2,0,0,9,1
0.77,0.71,5,233,2,0,0,9,1
0.88,0.89,2,160,4,0,0,8,1
0.44,0.87,2,140,4,0,0,7,0
0.81,0.53,3,258,2,0,0,0,1
0.52,0.98,5,217,2,1,0,9,1
0.79,0.72,3,216,4,0,0,8,1
0.67,0.58,4,158,3,0,0,8,2
0.11,0.82,6,270,4,0,0,6,1
0.69,0.59,4,266,4,0,0,9,2
0.78,0.86,4,240,3,0,0,9,1
0.78,0.79,3,203,2,0,0,7,1
0.4,0.48,2,138,3,0,0,5,2
0.49,0.71,4,178,8,0,0,0,2
0.91,0.9,4,245,5,0,0,9,1
0.39,0.57,2,132,3,0,0,8,1
0.53,0.77,4,259,2,1,1,7,2
0.68,0.97,3,250,3,1,0,6,2
0.37,0.5,2,135,3,0,0,6,1
0.43,0.55,2,136,3,0,0,7,1
0.93,0.82,5,272,3,0,0,7,0
0.42,0.47,2,157,3,0,0,2,1
0.89,0.55,4,196,2,0,0,2,2
0.59,0.68,5,243,2,0,0,8,2
0.76,0.62,5,230,3,1,0,5,1
0.81,0.69,5,134,2,0,0,7,2
0.66,0.92,4,229,2,0,0,9,1
0.98,0.89,5,181,3,0,0,6,1
0.48,0.8,4,196,5,0,0,6,1
0.25,0.65,3,264,4,0,0,4,1
0.82,0.83,3,271,2,0,0,9,2
0.63,0.59,4,249,2,0,0,9,1
0.52,0.97,4,170,3,0,0,8,2
0.77,0.87,5,266,5,0,0,2,2
0.9,0.96,5,243,5,0,0,9,2
0.73,0.98,4,160,3,0,0,0,2
0.6,0.88,3,261,3,1,0,5,2
0.42,0.52,2,134,3,0,0,7,1
0.1,0.87,6,286,4,0,0,0,2
0.91,0.64,3,241,10,0,0,7,2
0.14,0.55,6,175,5,0,0,0,2
0.82,0.97,5,235,3,0,0,8,2
0.98,0.81,4,266,6,0,0,0,2
0.22,0.9,4,209,5,0,0,9,2
0.76,0.84,5,137,4,0,0,0,0
0.45,0.56,2,146,3,0,0,9,2
0.09,0.96,6,268,4,0,0,9,2
0.4,0.5,2,130,3,0,0,7,1
0.45,0.54,2,129,3,0,0,5,0
0.1,0.88,7,300,4,0,0,7,2
0.13,0.62,5,268,3,0,0,7,2
0.52,0.79,4,234,3,0,0,8,1
0.23,0.68,5,244,3,0,0,8,1
0.1,0.84,5,298,4,0,0,0,1
0.09,0.92,7,245,4,0,0,9,2
0.96,1.0,3,231,6,0,0,7,2
0.9,0.66,4,160,2,1,0,8,2
0.23,0.78,4,154,6,1,0,8,2
0.66,0.93,5,185,3,0,0,0,2
0.11,0.85,7,272,4,0,0,2,1
0.8,0.94,4,136,2,0,0,3,2
0.62,0.55,3,108,2,1,0,7,2
0.66,0.95,3,191,3,0,0,9,2
0.71,0.76,3,246,3,0,0,3,1
0.11,0.94,6,277,5,0,0,9,1
0.91,0.6,4,235,4,1,0,5,1
0.61,0.7,4,175,3,1,0,0,2
0.72,0.74,3,243,2,0,0,9,0
0.67,0.91,2,245,2,1,1,7,2
0.11,0.81,6,260,4,0,0,7,2
0.94,0.67,3,142,3,0,0,9,2
0.6,0.61,4,140,4,0,0,7,2
0.65,0.66,6,240,4,0,0,1,2
0.76,0.61,4,172,2,0,0,5,1
0.52,0.49,4,249,4,1,0,9,2
0.4,0.46,2,127,3,0,0,3,2
0.58,1.0,4,258,3,0,0,8,2
0.97,0.52,4,207,3,0,0,6,1
0.68,0.5,3,139,3,0,0,9,2
0.62,0.7,5,270,3,0,0,9,0
0.52,0.82,3,138,2,1,0,8,2
0.83,0.8,4,274,3,0,0,1,0
0.56,0.67,3,270,2,0,0,7,2
0.88,0.67,5,260,3,1,0,1,1
0.62,0.59,3,128,3,0,0,1,2
0.97,0.55,5,212,6,0,0,7,0
0.41,0.57,2,160,3,0,0,8,1
0.1,0.87,6,265,5,0,0,7,2
0.74,0.8,4,241,2,0,0,7,2
0.69,0.9,4,148,2,0,0,7,1
0.74,0.9,4,226,5,0,0,7,2
0.67,0.94,4,141,2,1,0,8,1
0.74,0.7,5,135,2,0,1,2,2
0.92,0.83,5,270,3,0,0,9,1
0.92,0.82,3,185,3,0,0,8,1
0.75,0.99,2,237,5,1,0,6,1
0.63,0.5,2,230,4,0,0,7,2
0.59,0.79,4,181,3,0,0,1,2
0.09,0.91,6,275,4,0,0,8,1
0.83,0.95,5,221,5,0,0,9,2
0.11,0.95,6,271,4,0,0,0,1
0.51,0.74,6,98,3,0,0,8,1
0.38,0.48,2,134,3,0,0,3,1
0.57,0.62,3,198,4,0,0,7,2
0.36,0.47,2,136,3,0,0,2,1
0.64,0.61,2,153,2,0,0,0,1
0.62,0.81,3,245,2,1,0,3,1
0.1,0.91,6,255,4,0,0,7,2
0.45,0.39,2,167,3,0,0,8,2
0.76,0.77,5,257,3,0,0,1,2
